fra;sg;cage_scol;cl_age18;pop;P;T;Ti;Tp;Td
FR;2020-06-14-2020-06-20;[18-Inf);18;52679236,00;3086,00;213872,00;5,86;1,44;405,99
FR;2020-06-15-2020-06-21;[18-Inf);18;52679236,00;3070,00;213713,00;5,83;1,44;405,69
FR;2020-06-16-2020-06-22;[18-Inf);18;52679236,00;3162,00;217127,00;6,00;1,46;412,17
FR;2020-06-17-2020-06-23;[18-Inf);18;52679236,00;3222,00;221074,00;6,12;1,46;419,66
FR;2020-06-18-2020-06-24;[18-Inf);18;52679236,00;3148,00;224858,00;5,98;1,40;426,84
FR;2020-06-19-2020-06-25;[18-Inf);18;52679236,00;3108,00;225468,00;5,90;1,38;428,00
FR;2020-06-20-2020-06-26;[18-Inf);18;52679236,00;3018,00;228061,00;5,73;1,32;432,92
FR;2020-06-21-2020-06-27;[18-Inf);18;52679236,00;2999,00;229786,00;5,69;1,31;436,20
FR;2020-06-22-2020-06-28;[18-Inf);18;52679236,00;3076,00;230934,00;5,84;1,33;438,38
FR;2020-06-23-2020-06-29;[18-Inf);18;52679236,00;3131,00;239083,00;5,94;1,31;453,85
FR;2020-06-24-2020-06-30;[18-Inf);18;52679236,00;3186,00;245972,00;6,05;1,30;466,92
FR;2020-06-25-2020-07-01;[18-Inf);18;52679236,00;3140,00;253135,00;5,96;1,24;480,52
FR;2020-06-26-2020-07-02;[18-Inf);18;52679236,00;3199,00;263602,00;6,07;1,21;500,39
FR;2020-06-27-2020-07-03;[18-Inf);18;52679236,00;3317,00;272772,00;6,30;1,22;517,80
FR;2020-06-28-2020-07-04;[18-Inf);18;52679236,00;3343,00;275736,00;6,35;1,21;523,42
FR;2020-06-29-2020-07-05;[18-Inf);18;52679236,00;3260,00;275995,00;6,19;1,18;523,92
FR;2020-06-30-2020-07-06;[18-Inf);18;52679236,00;3252,00;280112,00;6,17;1,16;531,73
FR;2020-07-01-2020-07-07;[18-Inf);18;52679236,00;3137,00;285851,00;5,95;1,10;542,63
FR;2020-07-02-2020-07-08;[18-Inf);18;52679236,00;3206,00;293544,00;6,09;1,09;557,23
FR;2020-07-03-2020-07-09;[18-Inf);18;52679236,00;3302,00;306605,00;6,27;1,08;582,02
FR;2020-07-04-2020-07-10;[18-Inf);18;52679236,00;3394,00;318199,00;6,44;1,07;604,03
FR;2020-07-05-2020-07-11;[18-Inf);18;52679236,00;3396,00;321285,00;6,45;1,06;609,89
FR;2020-07-06-2020-07-12;[18-Inf);18;52679236,00;3403,00;321155,00;6,46;1,06;609,64
FR;2020-07-07-2020-07-13;[18-Inf);18;52679236,00;3588,00;333304,00;6,81;1,08;632,70
FR;2020-07-08-2020-07-14;[18-Inf);18;52679236,00;3257,00;289379,00;6,18;1,13;549,32
FR;2020-07-09-2020-07-15;[18-Inf);18;52679236,00;3385,00;303086,00;6,43;1,12;575,34
FR;2020-07-10-2020-07-16;[18-Inf);18;52679236,00;3644,00;317938,00;6,92;1,15;603,54
FR;2020-07-11-2020-07-17;[18-Inf);18;52679236,00;3760,00;335341,00;7,14;1,12;636,57
FR;2020-07-12-2020-07-18;[18-Inf);18;52679236,00;3827,00;343249,00;7,26;1,11;651,58
FR;2020-07-13-2020-07-19;[18-Inf);18;52679236,00;3899,00;346416,00;7,40;1,13;657,59
FR;2020-07-14-2020-07-20;[18-Inf);18;52679236,00;4071,00;358672,00;7,73;1,14;680,86
FR;2020-07-15-2020-07-21;[18-Inf);18;52679236,00;4870,00;425243,00;9,24;1,15;807,23
FR;2020-07-16-2020-07-22;[18-Inf);18;52679236,00;5169,00;434565,00;9,81;1,19;824,93
FR;2020-07-17-2020-07-23;[18-Inf);18;52679236,00;5313,00;439452,00;10,09;1,21;834,20
FR;2020-07-18-2020-07-24;[18-Inf);18;52679236,00;5601,00;442809,00;10,63;1,26;840,58
FR;2020-07-19-2020-07-25;[18-Inf);18;52679236,00;5782,00;445884,00;10,98;1,30;846,41
FR;2020-07-20-2020-07-26;[18-Inf);18;52679236,00;5839,00;448305,00;11,08;1,30;851,01
FR;2020-07-21-2020-07-27;[18-Inf);18;52679236,00;6177,00;457556,00;11,73;1,35;868,57
FR;2020-07-22-2020-07-28;[18-Inf);18;52679236,00;6432,00;471579,00;12,21;1,36;895,19
FR;2020-07-23-2020-07-29;[18-Inf);18;52679236,00;6718,00;488792,00;12,75;1,37;927,86
FR;2020-07-24-2020-07-30;[18-Inf);18;52679236,00;7087,00;504709,00;13,45;1,40;958,08
FR;2020-07-25-2020-07-31;[18-Inf);18;52679236,00;7392,00;517335,00;14,03;1,43;982,05
FR;2020-07-26-2020-08-01;[18-Inf);18;52679236,00;7525,00;521406,00;14,28;1,44;989,78
FR;2020-07-27-2020-08-02;[18-Inf);18;52679236,00;7521,00;522817,00;14,28;1,44;992,45
FR;2020-07-28-2020-08-03;[18-Inf);18;52679236,00;8046,00;530862,00;15,27;1,52;1007,73
FR;2020-07-29-2020-08-04;[18-Inf);18;52679236,00;8642,00;533354,00;16,40;1,62;1012,46
FR;2020-07-30-2020-08-05;[18-Inf);18;52679236,00;9111,00;533302,00;17,30;1,71;1012,36
FR;2020-07-31-2020-08-06;[18-Inf);18;52679236,00;9675,00;538002,00;18,37;1,80;1021,28
FR;2020-08-01-2020-08-07;[18-Inf);18;52679236,00;10298,00;540776,00;19,55;1,90;1026,54
FR;2020-08-02-2020-08-08;[18-Inf);18;52679236,00;10508,00;543186,00;19,95;1,93;1031,12
FR;2020-08-03-2020-08-09;[18-Inf);18;52679236,00;10683,00;543711,00;20,28;1,96;1032,12
FR;2020-08-04-2020-08-10;[18-Inf);18;52679236,00;11471,00;546563,00;21,78;2,10;1037,53
FR;2020-08-05-2020-08-11;[18-Inf);18;52679236,00;12079,00;546117,00;22,93;2,21;1036,68
FR;2020-08-06-2020-08-12;[18-Inf);18;52679236,00;12907,00;549512,00;24,50;2,35;1043,13
FR;2020-08-07-2020-08-13;[18-Inf);18;52679236,00;14171,00;559319,00;26,90;2,53;1061,74
FR;2020-08-08-2020-08-14;[18-Inf);18;52679236,00;15625,00;578444,00;29,66;2,70;1098,05
FR;2020-08-09-2020-08-15;[18-Inf);18;52679236,00;15436,00;559276,00;29,30;2,76;1061,66
FR;2020-08-10-2020-08-16;[18-Inf);18;52679236,00;15662,00;563541,00;29,73;2,78;1069,76
FR;2020-08-11-2020-08-17;[18-Inf);18;52679236,00;17673,00;595915,00;33,55;2,97;1131,21
FR;2020-08-12-2020-08-18;[18-Inf);18;52679236,00;19635,00;630231,00;37,27;3,12;1196,36
FR;2020-08-13-2020-08-19;[18-Inf);18;52679236,00;21517,00;661848,00;40,85;3,25;1256,37
FR;2020-08-14-2020-08-20;[18-Inf);18;52679236,00;22950,00;692973,00;43,57;3,31;1315,46
FR;2020-08-15-2020-08-21;[18-Inf);18;52679236,00;24078,00;723580,00;45,71;3,33;1373,56
FR;2020-08-16-2020-08-22;[18-Inf);18;52679236,00;25401,00;760640,00;48,22;3,34;1443,91
FR;2020-08-17-2020-08-23;[18-Inf);18;52679236,00;25714,00;762018,00;48,81;3,37;1446,52
FR;2020-08-18-2020-08-24;[18-Inf);18;52679236,00;27492,00;790766,00;52,19;3,48;1501,10
FR;2020-08-19-2020-08-25;[18-Inf);18;52679236,00;29293,00;819472,00;55,61;3,57;1555,59
FR;2020-08-20-2020-08-26;[18-Inf);18;52679236,00;30905,00;852163,00;58,67;3,63;1617,64
FR;2020-08-21-2020-08-27;[18-Inf);18;52679236,00;32983,00;891046,00;62,61;3,70;1691,46
FR;2020-08-22-2020-08-28;[18-Inf);18;52679236,00;35195,00;924890,00;66,81;3,81;1755,70
FR;2020-08-23-2020-08-29;[18-Inf);18;52679236,00;35912,00;939105,00;68,17;3,82;1782,69
FR;2020-08-24-2020-08-30;[18-Inf);18;52679236,00;36160,00;942532,00;68,64;3,84;1789,19
FR;2020-08-25-2020-08-31;[18-Inf);18;52679236,00;38242,00;969189,00;72,59;3,95;1839,79
FR;2020-08-26-2020-09-01;[18-Inf);18;52679236,00;40064,00;986282,00;76,05;4,06;1872,24
FR;2020-08-27-2020-09-02;[18-Inf);18;52679236,00;42085,00;999036,00;79,89;4,21;1896,45
FR;2020-08-28-2020-09-03;[18-Inf);18;52679236,00;44168,00;1008406,00;83,84;4,38;1914,24
FR;2020-08-29-2020-09-04;[18-Inf);18;52679236,00;46168,00;1021779,00;87,64;4,52;1939,62
FR;2020-08-30-2020-09-05;[18-Inf);18;52679236,00;46952,00;1025587,00;89,13;4,58;1946,85
FR;2020-08-31-2020-09-06;[18-Inf);18;52679236,00;47067,00;1025269,00;89,35;4,59;1946,25
FR;2020-09-01-2020-09-07;[18-Inf);18;52679236,00;49391,00;1033452,00;93,76;4,78;1961,78
FR;2020-09-02-2020-09-08;[18-Inf);18;52679236,00;51600,00;1051731,00;97,95;4,91;1996,48
FR;2020-09-03-2020-09-09;[18-Inf);18;52679236,00;53362,00;1067720,00;101,30;5,00;2026,83
FR;2020-09-04-2020-09-10;[18-Inf);18;52679236,00;55091,00;1086820,00;104,58;5,07;2063,09
FR;2020-09-05-2020-09-11;[18-Inf);18;52679236,00;56019,00;1101155,00;106,34;5,09;2090,30
FR;2020-09-06-2020-09-12;[18-Inf);18;52679236,00;56427,00;1104396,00;107,11;5,11;2096,45
FR;2020-09-07-2020-09-13;[18-Inf);18;52679236,00;56524,00;1104066,00;107,30;5,12;2095,83
FR;2020-09-08-2020-09-14;[18-Inf);18;52679236,00;58665,00;1116477,00;111,36;5,25;2119,39
FR;2020-09-09-2020-09-15;[18-Inf);18;52679236,00;60298,00;1128603,00;114,46;5,34;2142,41
FR;2020-09-10-2020-09-16;[18-Inf);18;52679236,00;62100,00;1130810,00;117,88;5,49;2146,60
FR;2020-09-11-2020-09-17;[18-Inf);18;52679236,00;63617,00;1125396,00;120,76;5,65;2136,32
FR;2020-09-12-2020-09-18;[18-Inf);18;52679236,00;65411,00;1116735,00;124,17;5,86;2119,88
FR;2020-09-13-2020-09-19;[18-Inf);18;52679236,00;66063,00;1113621,00;125,41;5,93;2113,97
FR;2020-09-14-2020-09-20;[18-Inf);18;52679236,00;66312,00;1115108,00;125,88;5,95;2116,79
FR;2020-09-15-2020-09-21;[18-Inf);18;52679236,00;67260,00;1094732,00;127,68;6,14;2078,11
FR;2020-09-16-2020-09-22;[18-Inf);18;52679236,00;68065,00;1067380,00;129,21;6,38;2026,19
FR;2020-09-17-2020-09-23;[18-Inf);18;52679236,00;68035,00;1042752,00;129,15;6,52;1979,44
FR;2020-09-18-2020-09-24;[18-Inf);18;52679236,00;67342,00;1021178,00;127,83;6,59;1938,48
FR;2020-09-19-2020-09-25;[18-Inf);18;52679236,00;66593,00;1004752,00;126,41;6,63;1907,30
FR;2020-09-20-2020-09-26;[18-Inf);18;52679236,00;66208,00;1000176,00;125,68;6,62;1898,62
FR;2020-09-21-2020-09-27;[18-Inf);18;52679236,00;65801,00;995362,00;124,91;6,61;1889,48
FR;2020-09-22-2020-09-28;[18-Inf);18;52679236,00;64157,00;979507,00;121,79;6,55;1859,38
FR;2020-09-23-2020-09-29;[18-Inf);18;52679236,00;63047,00;964842,00;119,68;6,53;1831,54
FR;2020-09-24-2020-09-30;[18-Inf);18;52679236,00;63228,00;954916,00;120,02;6,62;1812,70
FR;2020-09-25-2020-10-01;[18-Inf);18;52679236,00;64939,00;949245,00;123,27;6,84;1801,93
FR;2020-09-26-2020-10-02;[18-Inf);18;52679236,00;68459,00;950102,00;129,95;7,21;1803,56
FR;2020-09-27-2020-10-03;[18-Inf);18;52679236,00;70613,00;955259,00;134,04;7,39;1813,35
FR;2020-09-28-2020-10-04;[18-Inf);18;52679236,00;71165,00;956640,00;135,09;7,44;1815,97
FR;2020-09-29-2020-10-05;[18-Inf);18;52679236,00;78099,00;968479,00;148,25;8,06;1838,45
FR;2020-09-30-2020-10-06;[18-Inf);18;52679236,00;84131,00;981437,00;159,70;8,57;1863,04
FR;2020-10-01-2020-10-07;[18-Inf);18;52679236,00;90646,00;999478,00;172,07;9,07;1897,29
FR;2020-10-02-2020-10-08;[18-Inf);18;52679236,00;97643,00;1029752,00;185,35;9,48;1954,76
FR;2020-10-03-2020-10-09;[18-Inf);18;52679236,00;104518,00;1069892,00;198,40;9,77;2030,96
FR;2020-10-04-2020-10-10;[18-Inf);18;52679236,00;108106,00;1089185,00;205,22;9,93;2067,58
FR;2020-10-05-2020-10-11;[18-Inf);18;52679236,00;109199,00;1094697,00;207,29;9,98;2078,04
FR;2020-10-06-2020-10-12;[18-Inf);18;52679236,00;118206,00;1137827,00;224,39;10,39;2159,92
FR;2020-10-07-2020-10-13;[18-Inf);18;52679236,00;126097,00;1182850,00;239,37;10,66;2245,38
FR;2020-10-08-2020-10-14;[18-Inf);18;52679236,00;133153,00;1231873,00;252,76;10,81;2338,44
FR;2020-10-09-2020-10-15;[18-Inf);18;52679236,00;141723,00;1288701,00;269,03;11,00;2446,32
FR;2020-10-10-2020-10-16;[18-Inf);18;52679236,00;150572,00;1341935,00;285,83;11,22;2547,37
FR;2020-10-11-2020-10-17;[18-Inf);18;52679236,00;154261,00;1363970,00;292,83;11,31;2589,20
FR;2020-10-12-2020-10-18;[18-Inf);18;52679236,00;155620,00;1370544,00;295,41;11,35;2601,68
FR;2020-10-13-2020-10-19;[18-Inf);18;52679236,00;168400,00;1414331,00;319,67;11,91;2684,80
FR;2020-10-14-2020-10-20;[18-Inf);18;52679236,00;183625,00;1460206,00;348,57;12,58;2771,88
FR;2020-10-15-2020-10-21;[18-Inf);18;52679236,00;201247,00;1517767,00;382,02;13,26;2881,15
FR;2020-10-16-2020-10-22;[18-Inf);18;52679236,00;219421,00;1576966,00;416,52;13,91;2993,52
FR;2020-10-17-2020-10-23;[18-Inf);18;52679236,00;239774,00;1646910,00;455,16;14,56;3126,30
FR;2020-10-18-2020-10-24;[18-Inf);18;52679236,00;248954,00;1676025,00;472,58;14,85;3181,57
FR;2020-10-19-2020-10-25;[18-Inf);18;52679236,00;251409,00;1682822,00;477,24;14,94;3194,47
FR;2020-10-20-2020-10-26;[18-Inf);18;52679236,00;273046,00;1750404,00;518,32;15,60;3322,76
FR;2020-10-21-2020-10-27;[18-Inf);18;52679236,00;288722,00;1811079,00;548,08;15,94;3437,94
FR;2020-10-22-2020-10-28;[18-Inf);18;52679236,00;297567,00;1856608,00;564,87;16,03;3524,36
FR;2020-10-23-2020-10-29;[18-Inf);18;52679236,00;301203,00;1887697,00;571,77;15,96;3583,38
FR;2020-10-24-2020-10-30;[18-Inf);18;52679236,00;302331,00;1911833,00;573,91;15,81;3629,20
FR;2020-10-25-2020-10-31;[18-Inf);18;52679236,00;302683,00;1922368,00;574,58;15,75;3649,19
FR;2020-10-26-2020-11-01;[18-Inf);18;52679236,00;302185,00;1921273,00;573,63;15,73;3647,12
FR;2020-10-27-2020-11-02;[18-Inf);18;52679236,00;301646,00;1927164,00;572,61;15,65;3658,30
FR;2020-10-28-2020-11-03;[18-Inf);18;52679236,00;297717,00;1923942,00;565,15;15,47;3652,18
FR;2020-10-29-2020-11-04;[18-Inf);18;52679236,00;289520,00;1899407,00;549,59;15,24;3605,61
FR;2020-10-30-2020-11-05;[18-Inf);18;52679236,00;279988,00;1883065,00;531,50;14,87;3574,59
FR;2020-10-31-2020-11-06;[18-Inf);18;52679236,00;267047,00;1857213,00;506,93;14,38;3525,51
FR;2020-11-01-2020-11-07;[18-Inf);18;52679236,00;259213,00;1834552,00;492,06;14,13;3482,50
FR;2020-11-02-2020-11-08;[18-Inf);18;52679236,00;256929,00;1825384,00;487,72;14,08;3465,09
FR;2020-11-03-2020-11-09;[18-Inf);18;52679236,00;236366,00;1768929,00;448,69;13,36;3357,92
FR;2020-11-04-2020-11-10;[18-Inf);18;52679236,00;216652,00;1725618,00;411,27;12,56;3275,71
FR;2020-11-05-2020-11-11;[18-Inf);18;52679236,00;177747,00;1475796,00;337,41;12,04;2801,48
FR;2020-11-06-2020-11-12;[18-Inf);18;52679236,00;168304,00;1457550,00;319,49;11,55;2766,84
FR;2020-11-07-2020-11-13;[18-Inf);18;52679236,00;154451,00;1395692,00;293,19;11,07;2649,42
FR;2020-11-08-2020-11-14;[18-Inf);18;52679236,00;148474,00;1370499,00;281,85;10,83;2601,59
FR;2020-11-09-2020-11-15;[18-Inf);18;52679236,00;146936,00;1363481,00;278,93;10,78;2588,27
FR;2020-11-10-2020-11-16;[18-Inf);18;52679236,00;131671,00;1292750,00;249,95;10,19;2454,00
FR;2020-11-11-2020-11-17;[18-Inf);18;52679236,00;117621,00;1217274,00;223,28;9,66;2310,73
FR;2020-11-12-2020-11-18;[18-Inf);18;52679236,00;127601,00;1346766,00;242,22;9,47;2556,54
FR;2020-11-13-2020-11-19;[18-Inf);18;52679236,00;110571,00;1247015,00;209,89;8,87;2367,19
FR;2020-11-14-2020-11-20;[18-Inf);18;52679236,00;99612,00;1199773,00;189,09;8,30;2277,51
FR;2020-11-15-2020-11-21;[18-Inf);18;52679236,00;96432,00;1195016,00;183,06;8,07;2268,48
FR;2020-11-16-2020-11-22;[18-Inf);18;52679236,00;95689,00;1193630,00;181,64;8,02;2265,85
FR;2020-11-17-2020-11-23;[18-Inf);18;52679236,00;84865,00;1145113,00;161,10;7,41;2173,75
FR;2020-11-18-2020-11-24;[18-Inf);18;52679236,00;78253,00;1109892,00;148,55;7,05;2106,89
FR;2020-11-19-2020-11-25;[18-Inf);18;52679236,00;74432,00;1095535,00;141,29;6,79;2079,63
FR;2020-11-20-2020-11-26;[18-Inf);18;52679236,00;70911,00;1076290,00;134,61;6,59;2043,10
FR;2020-11-21-2020-11-27;[18-Inf);18;52679236,00;67795,00;1060572,00;128,69;6,39;2013,26
FR;2020-11-22-2020-11-28;[18-Inf);18;52679236,00;66839,00;1058821,00;126,88;6,31;2009,94
FR;2020-11-23-2020-11-29;[18-Inf);18;52679236,00;66671,00;1058133,00;126,56;6,30;2008,63
FR;2020-11-24-2020-11-30;[18-Inf);18;52679236,00;65265,00;1040307,00;123,89;6,27;1974,80
FR;2020-11-25-2020-12-01;[18-Inf);18;52679236,00;64153,00;1030038,00;121,78;6,23;1955,30
FR;2020-11-26-2020-12-02;[18-Inf);18;52679236,00;63308,00;1020658,00;120,18;6,20;1937,50
FR;2020-11-27-2020-12-03;[18-Inf);18;52679236,00;62976,00;1018043,00;119,55;6,19;1932,53
FR;2020-11-28-2020-12-04;[18-Inf);18;52679236,00;63231,00;1022700,00;120,03;6,18;1941,37
FR;2020-11-29-2020-12-05;[18-Inf);18;52679236,00;63665,00;1029309,00;120,85;6,19;1953,92
FR;2020-11-30-2020-12-06;[18-Inf);18;52679236,00;63805,00;1031656,00;121,12;6,18;1958,37
FR;2020-12-01-2020-12-07;[18-Inf);18;52679236,00;64673,00;1043375,00;122,77;6,20;1980,62
FR;2020-12-02-2020-12-08;[18-Inf);18;52679236,00;65419,00;1065629,00;124,18;6,14;2022,86
FR;2020-12-03-2020-12-09;[18-Inf);18;52679236,00;66413,00;1088200,00;126,07;6,10;2065,71
FR;2020-12-04-2020-12-10;[18-Inf);18;52679236,00;67778,00;1112740,00;128,66;6,09;2112,29
FR;2020-12-05-2020-12-11;[18-Inf);18;52679236,00;69072,00;1145422,00;131,12;6,03;2174,33
FR;2020-12-06-2020-12-12;[18-Inf);18;52679236,00;70286,00;1170800,00;133,42;6,00;2222,51
FR;2020-12-07-2020-12-13;[18-Inf);18;52679236,00;70555,00;1177758,00;133,93;5,99;2235,72
FR;2020-12-08-2020-12-14;[18-Inf);18;52679236,00;73146,00;1227389,00;138,85;5,96;2329,93
FR;2020-12-09-2020-12-15;[18-Inf);18;52679236,00;75536,00;1298748,00;143,39;5,82;2465,39
FR;2020-12-10-2020-12-16;[18-Inf);18;52679236,00;77883,00;1406121,00;147,84;5,54;2669,21
FR;2020-12-11-2020-12-17;[18-Inf);18;52679236,00;79990,00;1555103,00;151,84;5,14;2952,02
FR;2020-12-12-2020-12-18;[18-Inf);18;52679236,00;83226,00;1781531,00;157,99;4,67;3381,85
FR;2020-12-13-2020-12-19;[18-Inf);18;52679236,00;85721,00;1955147,00;162,72;4,38;3711,42
FR;2020-12-14-2020-12-20;[18-Inf);18;52679236,00;87116,00;2026959,00;165,37;4,30;3847,74
FR;2020-12-15-2020-12-21;[18-Inf);18;52679236,00;88708,00;2324288,00;168,39;3,82;4412,15
FR;2020-12-16-2020-12-22;[18-Inf);18;52679236,00;91051,00;2699147,00;172,84;3,37;5123,74
FR;2020-12-17-2020-12-23;[18-Inf);18;52679236,00;92638,00;3051246,00;175,85;3,04;5792,12
FR;2020-12-18-2020-12-24;[18-Inf);18;52679236,00;90145,00;3165383,00;171,12;2,85;6008,79
FR;2020-12-19-2020-12-25;[18-Inf);18;52679236,00;75906,00;2775153,00;144,09;2,74;5268,02
FR;2020-12-20-2020-12-26;[18-Inf);18;52679236,00;75234,00;2684430,00;142,82;2,80;5095,80
FR;2020-12-21-2020-12-27;[18-Inf);18;52679236,00;73880,00;2624199,00;140,25;2,82;4981,47
FR;2020-12-22-2020-12-28;[18-Inf);18;52679236,00;74808,00;2370138,00;142,01;3,16;4499,19
FR;2020-12-23-2020-12-29;[18-Inf);18;52679236,00;75969,00;2044328,00;144,21;3,72;3880,71
FR;2020-12-24-2020-12-30;[18-Inf);18;52679236,00;78016,00;1761710,00;148,10;4,43;3344,22
FR;2020-12-25-2020-12-31;[18-Inf);18;52679236,00;80291,00;1621228,00;152,41;4,95;3077,55
FR;2020-12-26-2021-01-01;[18-Inf);18;52679236,00;80475,00;1616121,00;152,76;4,98;3067,85
FR;2020-12-27-2021-01-02;[18-Inf);18;52679236,00;83429,00;1616727,00;158,37;5,16;3069,00
FR;2020-12-28-2021-01-03;[18-Inf);18;52679236,00;84052,00;1614967,00;159,55;5,20;3065,66
FR;2020-12-29-2021-01-04;[18-Inf);18;52679236,00;88781,00;1631228,00;168,53;5,44;3096,53
FR;2020-12-30-2021-01-05;[18-Inf);18;52679236,00;90757,00;1611735,00;172,28;5,63;3059,53
FR;2020-12-31-2021-01-06;[18-Inf);18;52679236,00;90628,00;1539245,00;172,04;5,89;2921,92
FR;2021-01-01-2021-01-07;[18-Inf);18;52679236,00;93268,00;1539187,00;177,05;6,06;2921,81
FR;2021-01-02-2021-01-08;[18-Inf);18;52679236,00;108719,00;1806799,00;206,38;6,02;3429,81
FR;2021-01-03-2021-01-09;[18-Inf);18;52679236,00;106510,00;1771924,00;202,19;6,01;3363,61
FR;2021-01-04-2021-01-10;[18-Inf);18;52679236,00;106299,00;1767837,00;201,79;6,01;3355,85
FR;2021-01-05-2021-01-11;[18-Inf);18;52679236,00;104606,00;1719095,00;198,57;6,08;3263,33
FR;2021-01-06-2021-01-12;[18-Inf);18;52679236,00;102823,00;1703294,00;195,19;6,04;3233,33
FR;2021-01-07-2021-01-13;[18-Inf);18;52679236,00;102985,00;1695347,00;195,49;6,07;3218,25
FR;2021-01-08-2021-01-14;[18-Inf);18;52679236,00;103984,00;1686429,00;197,39;6,17;3201,32
FR;2021-01-09-2021-01-15;[18-Inf);18;52679236,00;104888,00;1679017,00;199,11;6,25;3187,25
FR;2021-01-10-2021-01-16;[18-Inf);18;52679236,00;105472,00;1686647,00;200,22;6,25;3201,73
FR;2021-01-11-2021-01-17;[18-Inf);18;52679236,00;105676,00;1687341,00;200,60;6,26;3203,05
FR;2021-01-12-2021-01-18;[18-Inf);18;52679236,00;107842,00;1665482,00;204,71;6,48;3161,55
FR;2021-01-13-2021-01-19;[18-Inf);18;52679236,00;109686,00;1655125,00;208,21;6,63;3141,89
FR;2021-01-14-2021-01-20;[18-Inf);18;52679236,00;110737,00;1656555,00;210,21;6,68;3144,61
FR;2021-01-15-2021-01-21;[18-Inf);18;52679236,00;112042,00;1667271,00;212,69;6,72;3164,95
FR;2021-01-16-2021-01-22;[18-Inf);18;52679236,00;113294,00;1689202,00;215,06;6,71;3206,58
FR;2021-01-17-2021-01-23;[18-Inf);18;52679236,00;114046,00;1692882,00;216,49;6,74;3213,57
FR;2021-01-18-2021-01-24;[18-Inf);18;52679236,00;113924,00;1690058,00;216,26;6,74;3208,21
FR;2021-01-19-2021-01-25;[18-Inf);18;52679236,00;114437,00;1696449,00;217,23;6,75;3220,34
FR;2021-01-20-2021-01-26;[18-Inf);18;52679236,00;113711,00;1709683,00;215,86;6,65;3245,46
FR;2021-01-21-2021-01-27;[18-Inf);18;52679236,00;113302,00;1726667,00;215,08;6,56;3277,70
FR;2021-01-22-2021-01-28;[18-Inf);18;52679236,00;113788,00;1763331,00;216,00;6,45;3347,30
FR;2021-01-23-2021-01-29;[18-Inf);18;52679236,00;114079,00;1792770,00;216,55;6,36;3403,18
FR;2021-01-24-2021-01-30;[18-Inf);18;52679236,00;114230,00;1808527,00;216,84;6,32;3433,09
FR;2021-01-25-2021-01-31;[18-Inf);18;52679236,00;114565,00;1809274,00;217,48;6,33;3434,51
FR;2021-01-26-2021-02-01;[18-Inf);18;52679236,00;114663,00;1804201,00;217,66;6,36;3424,88
FR;2021-01-27-2021-02-02;[18-Inf);18;52679236,00;115190,00;1817510,00;218,66;6,34;3450,15
FR;2021-01-28-2021-02-03;[18-Inf);18;52679236,00;114917,00;1822534,00;218,14;6,31;3459,68
FR;2021-01-29-2021-02-04;[18-Inf);18;52679236,00;113353,00;1816474,00;215,18;6,24;3448,18
FR;2021-01-30-2021-02-05;[18-Inf);18;52679236,00;111894,00;1823416,00;212,41;6,14;3461,36
FR;2021-01-31-2021-02-06;[18-Inf);18;52679236,00;111068,00;1828087,00;210,84;6,08;3470,22
FR;2021-02-01-2021-02-07;[18-Inf);18;52679236,00;110589,00;1827165,00;209,93;6,05;3468,47
FR;2021-02-02-2021-02-08;[18-Inf);18;52679236,00;106836,00;1796346,00;202,80;5,95;3409,97
FR;2021-02-03-2021-02-09;[18-Inf);18;52679236,00;104183,00;1785129,00;197,77;5,84;3388,68
FR;2021-02-04-2021-02-10;[18-Inf);18;52679236,00;101967,00;1778078,00;193,56;5,73;3375,29
FR;2021-02-05-2021-02-11;[18-Inf);18;52679236,00;98951,00;1770066,00;187,84;5,59;3360,08
FR;2021-02-06-2021-02-12;[18-Inf);18;52679236,00;96504,00;1755314,00;183,19;5,50;3332,08
FR;2021-02-07-2021-02-13;[18-Inf);18;52679236,00;95283,00;1750764,00;180,87;5,44;3323,44
FR;2021-02-08-2021-02-14;[18-Inf);18;52679236,00;95292,00;1749532,00;180,89;5,45;3321,10
FR;2021-02-09-2021-02-15;[18-Inf);18;52679236,00;94662,00;1729173,00;179,70;5,47;3282,46
FR;2021-02-10-2021-02-16;[18-Inf);18;52679236,00;94792,00;1718414,00;179,94;5,52;3262,03
FR;2021-02-11-2021-02-17;[18-Inf);18;52679236,00;96370,00;1718243,00;182,94;5,61;3261,71
FR;2021-02-12-2021-02-18;[18-Inf);18;52679236,00;99213,00;1728981,00;188,33;5,74;3282,09
FR;2021-02-13-2021-02-19;[18-Inf);18;52679236,00;102617,00;1741454,00;194,80;5,89;3305,77
FR;2021-02-14-2021-02-20;[18-Inf);18;52679236,00;104275,00;1749040,00;197,94;5,96;3320,17
FR;2021-02-15-2021-02-21;[18-Inf);18;52679236,00;104651,00;1749493,00;198,66;5,98;3321,03
FR;2021-02-16-2021-02-22;[18-Inf);18;52679236,00;108443,00;1737681,00;205,86;6,24;3298,61
FR;2021-02-17-2021-02-23;[18-Inf);18;52679236,00;110759,00;1734341,00;210,25;6,39;3292,27
FR;2021-02-18-2021-02-24;[18-Inf);18;52679236,00;111924,00;1738741,00;212,46;6,44;3300,62
FR;2021-02-19-2021-02-25;[18-Inf);18;52679236,00;112313,00;1738339,00;213,20;6,46;3299,86
