fra;sg;cage_scol;cl_age18;pop;P;T;Ti;Tp;Td
FR;2021-12-18-2021-12-24;[06-11);10;4129583,00;34179,00;339162,00;827,66;10,08;8212,98
FR;2021-12-19-2021-12-25;[06-11);10;4129583,00;31260,00;302589,00;756,98;10,33;7327,35
FR;2021-12-20-2021-12-26;[06-11);10;4129583,00;31938,00;302040,00;773,40;10,57;7314,06
FR;2021-12-21-2021-12-27;[06-11);10;4129583,00;38000,00;297363,00;920,19;12,78;7200,80
FR;2021-12-22-2021-12-28;[06-11);10;4129583,00;43691,00;294630,00;1058,00;14,83;7134,62
FR;2021-12-23-2021-12-29;[06-11);10;4129583,00;49964,00;288836,00;1209,90;17,30;6994,31
FR;2021-12-24-2021-12-30;[06-11);10;4129583,00;56355,00;276091,00;1364,67;20,41;6685,69
FR;2021-12-25-2021-12-31;[06-11);10;4129583,00;62585,00;282188,00;1515,53;22,18;6833,33
FR;2021-12-26-2022-01-01;[06-11);10;4129583,00;63515,00;284362,00;1538,05;22,34;6885,97
FR;2021-12-27-2022-01-02;[06-11);10;4129583,00;66340,00;297799,00;1606,46;22,28;7211,36
FR;2021-12-28-2022-01-03;[06-11);10;4129583,00;83397,00;353159,00;2019,50;23,61;8551,93
FR;2021-12-29-2022-01-04;[06-11);10;4129583,00;94784,00;464706,00;2295,24;20,40;11253,10
FR;2021-12-30-2022-01-05;[06-11);10;4129583,00;106364,00;605417,00;2575,66;17,57;14660,49
FR;2021-12-31-2022-01-06;[06-11);10;4129583,00;120162,00;860144,00;2909,79;13,97;20828,83
FR;2022-01-01-2022-01-07;[06-11);10;4129583,00;134289,00;1040212,00;3251,88;12,91;25189,27
FR;2022-01-02-2022-01-08;[06-11);10;4129583,00;154620,00;1173761,00;3744,20;13,17;28423,23
FR;2022-01-03-2022-01-09;[06-11);10;4129583,00;160076,00;1220139,00;3876,32;13,12;29546,30
FR;2022-01-04-2022-01-10;[06-11);10;4129583,00;184940,00;1465740,00;4478,42;12,62;35493,66
FR;2022-01-05-2022-01-11;[06-11);10;4129583,00;195365,00;1501662,00;4730,87;13,01;36363,52
FR;2022-01-06-2022-01-12;[06-11);10;4129583,00;204815,00;1445579,00;4959,70;14,17;35005,45
FR;2022-01-07-2022-01-13;[06-11);10;4129583,00;210891,00;1286942,00;5106,83;16,39;31163,97
FR;2022-01-08-2022-01-14;[06-11);10;4129583,00;219935,00;1169159,00;5325,84;18,81;28311,79
FR;2022-01-09-2022-01-15;[06-11);10;4129583,00;226366,00;1093078,00;5481,57;20,71;26469,45
FR;2022-01-10-2022-01-16;[06-11);10;4129583,00;229322,00;1055632,00;5553,15;21,72;25562,68
FR;2022-01-11-2022-01-17;[06-11);10;4129583,00;238721,00;851032,00;5780,75;28,05;20608,18
FR;2022-01-12-2022-01-18;[06-11);10;4129583,00;250518,00;797048,00;6066,42;31,43;19300,93
FR;2022-01-13-2022-01-19;[06-11);10;4129583,00;263688,00;785719,00;6385,34;33,56;19026,59
FR;2022-01-14-2022-01-20;[06-11);10;4129583,00;274231,00;771194,00;6640,65;35,56;18674,86
FR;2022-01-15-2022-01-21;[06-11);10;4129583,00;280851,00;758199,00;6800,95;37,04;18360,18
FR;2022-01-16-2022-01-22;[06-11);10;4129583,00;285862,00;749350,00;6922,30;38,15;18145,90
FR;2022-01-17-2022-01-23;[06-11);10;4129583,00;286292,00;742380,00;6932,71;38,56;17977,12
FR;2022-01-18-2022-01-24;[06-11);10;4129583,00;293781,00;725987,00;7114,06;40,47;17580,15
FR;2022-01-19-2022-01-25;[06-11);10;4129583,00;293850,00;713097,00;7115,73;41,21;17268,01
FR;2022-01-20-2022-01-26;[06-11);10;4129583,00;290186,00;684466,00;7027,00;42,40;16574,70
FR;2022-01-21-2022-01-27;[06-11);10;4129583,00;284367,00;658839,00;6886,09;43,16;15954,13
FR;2022-01-22-2022-01-28;[06-11);10;4129583,00;277749,00;634463,00;6725,84;43,78;15363,85
FR;2022-01-23-2022-01-29;[06-11);10;4129583,00;270548,00;613165,00;6551,46;44,12;14848,11
FR;2022-01-24-2022-01-30;[06-11);10;4129583,00;266768,00;602613,00;6459,93;44,27;14592,59
FR;2022-01-25-2022-01-31;[06-11);10;4129583,00;247512,00;559007,00;5993,63;44,28;13536,65
FR;2022-01-26-2022-02-01;[06-11);10;4129583,00;232690,00;528427,00;5634,71;44,03;12796,13
FR;2022-01-27-2022-02-02;[06-11);10;4129583,00;217245,00;493531,00;5260,70;44,02;11951,11
FR;2022-01-28-2022-02-03;[06-11);10;4129583,00;201834,00;463764,00;4887,52;43,52;11230,29
FR;2022-01-29-2022-02-04;[06-11);10;4129583,00;185344,00;432310,00;4488,20;42,87;10468,61
FR;2022-01-30-2022-02-05;[06-11);10;4129583,00;172620,00;407518,00;4180,08;42,36;9868,26
FR;2022-01-31-2022-02-06;[06-11);10;4129583,00;167419,00;395807,00;4054,14;42,30;9584,67
FR;2022-02-01-2022-02-07;[06-11);10;4129583,00;138907,00;338498,00;3363,71;41,04;8196,91
FR;2022-02-02-2022-02-08;[06-11);10;4129583,00;122242,00;305248,00;2960,15;40,05;7391,74
FR;2022-02-03-2022-02-09;[06-11);10;4129583,00;107210,00;271210,00;2596,15;39,53;6567,49
FR;2022-02-04-2022-02-10;[06-11);10;4129583,00;94996,00;242458,00;2300,38;39,18;5871,25
FR;2022-02-05-2022-02-11;[06-11);10;4129583,00;85097,00;220030,00;2060,67;38,68;5328,14
FR;2022-02-06-2022-02-12;[06-11);10;4129583,00;77996,00;204858,00;1888,71;38,07;4960,74
FR;2022-02-07-2022-02-13;[06-11);10;4129583,00;75751,00;200146,00;1834,35;37,85;4846,64
FR;2022-02-08-2022-02-14;[06-11);10;4129583,00;62959,00;173810,00;1524,58;36,22;4208,90
FR;2022-02-09-2022-02-15;[06-11);10;4129583,00;56031,00;158488,00;1356,82;35,35;3837,87
FR;2022-02-10-2022-02-16;[06-11);10;4129583,00;50069,00;145999,00;1212,45;34,29;3535,44
FR;2022-02-11-2022-02-17;[06-11);10;4129583,00;45237,00;134396,00;1095,44;33,66;3254,47
FR;2022-02-12-2022-02-18;[06-11);10;4129583,00;41279,00;125807,00;999,59;32,81;3046,48
FR;2022-02-13-2022-02-19;[06-11);10;4129583,00;38750,00;121909,00;938,35;31,79;2952,09
FR;2022-02-14-2022-02-20;[06-11);10;4129583,00;38020,00;120545,00;920,67;31,54;2919,06
FR;2022-02-15-2022-02-21;[06-11);10;4129583,00;33885,00;110765,00;820,54;30,59;2682,23
FR;2022-02-16-2022-02-22;[06-11);10;4129583,00;31435,00;106639,00;761,21;29,48;2582,32
FR;2022-02-17-2022-02-23;[06-11);10;4129583,00;29190,00;99212,00;706,85;29,42;2402,47
FR;2022-02-18-2022-02-24;[06-11);10;4129583,00;27653,00;99205,00;669,63;27,87;2402,30
FR;2022-02-19-2022-02-25;[06-11);10;4129583,00;26272,00;97229,00;636,19;27,02;2354,45
FR;2022-02-20-2022-02-26;[06-11);10;4129583,00;25300,00;92726,00;612,65;27,28;2245,41
FR;2022-02-21-2022-02-27;[06-11);10;4129583,00;25050,00;92085,00;606,60;27,20;2229,89
FR;2022-02-22-2022-02-28;[06-11);10;4129583,00;25001,00;93577,00;605,41;26,72;2266,02
FR;2022-02-23-2022-03-01;[06-11);10;4129583,00;25156,00;95242,00;609,17;26,41;2306,33
FR;2022-02-24-2022-03-02;[06-11);10;4129583,00;25633,00;95416,00;620,72;26,86;2310,55
FR;2022-02-25-2022-03-03;[06-11);10;4129583,00;26289,00;95549,00;636,60;27,51;2313,77
FR;2022-02-26-2022-03-04;[06-11);10;4129583,00;26949,00;95332,00;652,58;28,27;2308,51
FR;2022-02-27-2022-03-05;[06-11);10;4129583,00;27565,00;94977,00;667,50;29,02;2299,92
FR;2022-02-28-2022-03-06;[06-11);10;4129583,00;27810,00;94679,00;673,43;29,37;2292,70
FR;2022-03-01-2022-03-07;[06-11);10;4129583,00;30179,00;102163,00;730,80;29,54;2473,93
FR;2022-03-02-2022-03-08;[06-11);10;4129583,00;31755,00;108350,00;768,96;29,31;2623,75
FR;2022-03-03-2022-03-09;[06-11);10;4129583,00;33492,00;113527,00;811,03;29,50;2749,12
FR;2022-03-04-2022-03-10;[06-11);10;4129583,00;35019,00;120844,00;848,00;28,98;2926,30
FR;2022-03-05-2022-03-11;[06-11);10;4129583,00;36814,00;127549,00;891,47;28,86;3088,67
FR;2022-03-06-2022-03-12;[06-11);10;4129583,00;38400,00;130970,00;929,88;29,32;3171,51
FR;2022-03-07-2022-03-13;[06-11);10;4129583,00;38787,00;131830,00;939,25;29,42;3192,33
FR;2022-03-08-2022-03-14;[06-11);10;4129583,00;41490,00;138681,00;1004,70;29,92;3358,23
FR;2022-03-09-2022-03-15;[06-11);10;4129583,00;43307,00;143761,00;1048,70;30,12;3481,25
FR;2022-03-10-2022-03-16;[06-11);10;4129583,00;44898,00;148342,00;1087,23;30,27;3592,18
FR;2022-03-11-2022-03-17;[06-11);10;4129583,00;47151,00;155659,00;1141,79;30,29;3769,36
FR;2022-03-12-2022-03-18;[06-11);10;4129583,00;49683,00;160955,00;1203,10;30,87;3897,61
FR;2022-03-13-2022-03-19;[06-11);10;4129583,00;51731,00;165443,00;1252,69;31,27;4006,29
FR;2022-03-14-2022-03-20;[06-11);10;4129583,00;52365,00;166916,00;1268,05;31,37;4041,96
FR;2022-03-15-2022-03-21;[06-11);10;4129583,00;58545,00;181455,00;1417,70;32,26;4394,03
FR;2022-03-16-2022-03-22;[06-11);10;4129583,00;62090,00;189586,00;1503,54;32,75;4590,92
FR;2022-03-17-2022-03-23;[06-11);10;4129583,00;65034,00;198758,00;1574,83;32,72;4813,03
FR;2022-03-18-2022-03-24;[06-11);10;4129583,00;66736,00;204541,00;1616,05;32,63;4953,07
FR;2022-03-19-2022-03-25;[06-11);10;4129583,00;67519,00;207627,00;1635,01;32,52;5027,80
FR;2022-03-20-2022-03-26;[06-11);10;4129583,00;67647,00;210418,00;1638,11;32,15;5095,38
FR;2022-03-21-2022-03-27;[06-11);10;4129583,00;67385,00;210691,00;1631,76;31,98;5101,99
FR;2022-03-22-2022-03-28;[06-11);10;4129583,00;65134,00;211674,00;1577,25;30,77;5125,80
FR;2022-03-23-2022-03-29;[06-11);10;4129583,00;63484,00;212360,00;1537,30;29,89;5142,41
FR;2022-03-24-2022-03-30;[06-11);10;4129583,00;61759,00;212304,00;1495,53;29,09;5141,05
FR;2022-03-25-2022-03-31;[06-11);10;4129583,00;59961,00;210576,00;1451,99;28,47;5099,21
FR;2022-03-26-2022-04-01;[06-11);10;4129583,00;57373,00;205858,00;1389,32;27,87;4984,96
FR;2022-03-27-2022-04-02;[06-11);10;4129583,00;55681,00;202568,00;1348,34;27,49;4905,29
FR;2022-03-28-2022-04-03;[06-11);10;4129583,00;55322,00;201649,00;1339,65;27,43;4883,04
FR;2022-03-29-2022-04-04;[06-11);10;4129583,00;53224,00;195073,00;1288,85;27,28;4723,79
FR;2022-03-30-2022-04-05;[06-11);10;4129583,00;52388,00;192391,00;1268,60;27,23;4658,85
FR;2022-03-31-2022-04-06;[06-11);10;4129583,00;51762,00;191040,00;1253,44;27,09;4626,13
FR;2022-04-01-2022-04-07;[06-11);10;4129583,00;51297,00;189521,00;1242,18;27,07;4589,35
FR;2022-04-02-2022-04-08;[06-11);10;4129583,00;51188,00;189848,00;1239,54;26,96;4597,27
FR;2022-04-03-2022-04-09;[06-11);10;4129583,00;50489,00;189562,00;1222,62;26,63;4590,34
FR;2022-04-04-2022-04-10;[06-11);10;4129583,00;50016,00;189111,00;1211,16;26,45;4579,42
FR;2022-04-05-2022-04-11;[06-11);10;4129583,00;45666,00;177980,00;1105,83;25,66;4309,88
FR;2022-04-06-2022-04-12;[06-11);10;4129583,00;42968,00;168998,00;1040,49;25,43;4092,37
FR;2022-04-07-2022-04-13;[06-11);10;4129583,00;40049,00;160864,00;969,81;24,90;3895,41
FR;2022-04-08-2022-04-14;[06-11);10;4129583,00;37068,00;150052,00;897,62;24,70;3633,59
FR;2022-04-09-2022-04-15;[06-11);10;4129583,00;34392,00;142206,00;832,82;24,18;3443,59
FR;2022-04-10-2022-04-16;[06-11);10;4129583,00;32426,00;137674,00;785,21;23,55;3333,85
FR;2022-04-11-2022-04-17;[06-11);10;4129583,00;31870,00;135993,00;771,75;23,44;3293,14
FR;2022-04-12-2022-04-18;[06-11);10;4129583,00;23726,00;108663,00;574,54;21,83;2631,33
FR;2022-04-13-2022-04-19;[06-11);10;4129583,00;22833,00;104209,00;552,91;21,91;2523,48
FR;2022-04-14-2022-04-20;[06-11);10;4129583,00;20342,00;96470,00;492,59;21,09;2336,07
FR;2022-04-15-2022-04-21;[06-11);10;4129583,00;18136,00;88029,00;439,17;20,60;2131,67
FR;2022-04-16-2022-04-22;[06-11);10;4129583,00;16442,00;81091,00;398,15;20,28;1963,66
FR;2022-04-17-2022-04-23;[06-11);10;4129583,00;15144,00;78201,00;366,72;19,37;1893,68
FR;2022-04-18-2022-04-24;[06-11);10;4129583,00;14996,00;78159,00;363,14;19,19;1892,66
FR;2022-04-19-2022-04-25;[06-11);10;4129583,00;17060,00;86399,00;413,12;19,75;2092,20
FR;2022-04-20-2022-04-26;[06-11);10;4129583,00;13986,00;77692,00;338,68;18,00;1881,35
FR;2022-04-21-2022-04-27;[06-11);10;4129583,00;12966,00;71982,00;313,98;18,01;1743,08
FR;2022-04-22-2022-04-28;[06-11);10;4129583,00;12364,00;69038,00;299,40;17,91;1671,79
FR;2022-04-23-2022-04-29;[06-11);10;4129583,00;11897,00;66271,00;288,09;17,95;1604,79
FR;2022-04-24-2022-04-30;[06-11);10;4129583,00;11548,00;62246,00;279,64;18,55;1507,32
FR;2022-04-25-2022-05-01;[06-11);10;4129583,00;11350,00;60974,00;274,85;18,61;1476,52
FR;2022-04-26-2022-05-02;[06-11);10;4129583,00;11343,00;60612,00;274,68;18,71;1467,75
FR;2022-04-27-2022-05-03;[06-11);10;4129583,00;11543,00;59507,00;279,52;19,40;1440,99
FR;2022-04-28-2022-05-04;[06-11);10;4129583,00;11633,00;58335,00;281,70;19,94;1412,61
FR;2022-04-29-2022-05-05;[06-11);10;4129583,00;11806,00;57627,00;285,89;20,49;1395,47
FR;2022-04-30-2022-05-06;[06-11);10;4129583,00;11893,00;55376,00;288,00;21,48;1340,96
FR;2022-05-01-2022-05-07;[06-11);10;4129583,00;11939,00;53650,00;289,11;22,25;1299,16
FR;2022-05-02-2022-05-08;[06-11);10;4129583,00;11987,00;53321,00;290,27;22,48;1291,20
FR;2022-05-03-2022-05-09;[06-11);10;4129583,00;12216,00;54254,00;295,82;22,52;1313,79
FR;2022-05-04-2022-05-10;[06-11);10;4129583,00;12322,00;56184,00;298,38;21,93;1360,52
FR;2022-05-05-2022-05-11;[06-11);10;4129583,00;12326,00;57570,00;298,48;21,41;1394,09
FR;2022-05-06-2022-05-12;[06-11);10;4129583,00;12354,00;60876,00;299,16;20,29;1474,14
FR;2022-05-07-2022-05-13;[06-11);10;4129583,00;12170,00;63965,00;294,70;19,03;1548,95
FR;2022-05-08-2022-05-14;[06-11);10;4129583,00;11922,00;63749,00;288,70;18,70;1543,72
FR;2022-05-09-2022-05-15;[06-11);10;4129583,00;11884,00;63723,00;287,78;18,65;1543,09
FR;2022-05-10-2022-05-16;[06-11);10;4129583,00;11072,00;62887,00;268,11;17,61;1522,84
FR;2022-05-11-2022-05-17;[06-11);10;4129583,00;10499,00;62016,00;254,24;16,93;1501,75
FR;2022-05-12-2022-05-18;[06-11);10;4129583,00;10021,00;61106,00;242,66;16,40;1479,71
FR;2022-05-13-2022-05-19;[06-11);10;4129583,00;9424,00;58842,00;228,21;16,02;1424,89
FR;2022-05-14-2022-05-20;[06-11);10;4129583,00;8783,00;55516,00;212,68;15,82;1344,35
FR;2022-05-15-2022-05-21;[06-11);10;4129583,00;8318,00;54199,00;201,42;15,35;1312,46
FR;2022-05-16-2022-05-22;[06-11);10;4129583,00;8172,00;53717,00;197,89;15,21;1300,79
FR;2022-05-17-2022-05-23;[06-11);10;4129583,00;7138,00;49300,00;172,85;14,48;1193,83
FR;2022-05-18-2022-05-24;[06-11);10;4129583,00;6406,00;45332,00;155,12;14,13;1097,74
FR;2022-05-19-2022-05-25;[06-11);10;4129583,00;5768,00;43419,00;139,68;13,28;1051,41
FR;2022-05-20-2022-05-26;[06-11);10;4129583,00;4731,00;34222,00;114,56;13,82;828,70
FR;2022-05-21-2022-05-27;[06-11);10;4129583,00;4469,00;29721,00;108,22;15,04;719,71
FR;2022-05-22-2022-05-28;[06-11);10;4129583,00;4255,00;28709,00;103,04;14,82;695,20
FR;2022-05-23-2022-05-29;[06-11);10;4129583,00;4202,00;28527,00;101,75;14,73;690,80
FR;2022-05-24-2022-05-30;[06-11);10;4129583,00;3792,00;26326,00;91,83;14,40;637,50
FR;2022-05-25-2022-05-31;[06-11);10;4129583,00;3672,00;24210,00;88,92;15,17;586,26
FR;2022-05-26-2022-06-01;[06-11);10;4129583,00;3712,00;23355,00;89,89;15,89;565,55
FR;2022-05-27-2022-06-02;[06-11);10;4129583,00;4222,00;27494,00;102,24;15,36;665,78
FR;2022-05-28-2022-06-03;[06-11);10;4129583,00;4172,00;28139,00;101,03;14,83;681,40
FR;2022-05-29-2022-06-04;[06-11);10;4129583,00;4208,00;28306,00;101,90;14,87;685,44
FR;2022-05-30-2022-06-05;[06-11);10;4129583,00;4247,00;28195,00;102,84;15,06;682,76
FR;2022-05-31-2022-06-06;[06-11);10;4129583,00;3576,00;23778,00;86,59;15,04;575,80
FR;2022-06-01-2022-06-07;[06-11);10;4129583,00;4466,00;26803,00;108,15;16,66;649,05
FR;2022-06-02-2022-06-08;[06-11);10;4129583,00;4837,00;28194,00;117,13;17,16;682,73
FR;2022-06-03-2022-06-09;[06-11);10;4129583,00;5142,00;29283,00;124,52;17,56;709,10
FR;2022-06-04-2022-06-10;[06-11);10;4129583,00;5450,00;30189,00;131,97;18,05;731,04
FR;2022-06-05-2022-06-11;[06-11);10;4129583,00;5736,00;31400,00;138,90;18,27;760,37
FR;2022-06-06-2022-06-12;[06-11);10;4129583,00;5845,00;31879,00;141,54;18,33;771,97
FR;2022-06-07-2022-06-13;[06-11);10;4129583,00;7619,00;39632,00;184,50;19,22;959,71
FR;2022-06-08-2022-06-14;[06-11);10;4129583,00;7637,00;39621,00;184,93;19,28;959,44
FR;2022-06-09-2022-06-15;[06-11);10;4129583,00;8102,00;41615,00;196,19;19,47;1007,73
FR;2022-06-10-2022-06-16;[06-11);10;4129583,00;8677,00;43246,00;210,12;20,06;1047,22
FR;2022-06-11-2022-06-17;[06-11);10;4129583,00;9376,00;44918,00;227,04;20,87;1087,71
FR;2022-06-12-2022-06-18;[06-11);10;4129583,00;9875,00;46511,00;239,13;21,23;1126,29
FR;2022-06-13-2022-06-19;[06-11);10;4129583,00;10018,00;47065,00;242,59;21,29;1139,70
FR;2022-06-14-2022-06-20;[06-11);10;4129583,00;11385,00;51636,00;275,69;22,05;1250,39
FR;2022-06-15-2022-06-21;[06-11);10;4129583,00;12420,00;55486,00;300,76;22,38;1343,62
FR;2022-06-16-2022-06-22;[06-11);10;4129583,00;13458,00;60306,00;325,89;22,32;1460,34
FR;2022-06-17-2022-06-23;[06-11);10;4129583,00;14668,00;65624,00;355,19;22,35;1589,12
FR;2022-06-18-2022-06-24;[06-11);10;4129583,00;15727,00;70263,00;380,84;22,38;1701,46
FR;2022-06-19-2022-06-25;[06-11);10;4129583,00;16628,00;74513,00;402,66;22,32;1804,37
FR;2022-06-20-2022-06-26;[06-11);10;4129583,00;16931,00;75651,00;409,99;22,38;1831,93
FR;2022-06-21-2022-06-27;[06-11);10;4129583,00;18977,00;83614,00;459,54;22,70;2024,76
FR;2022-06-22-2022-06-28;[06-11);10;4129583,00;20308,00;88193,00;491,77;23,03;2135,64
FR;2022-06-23-2022-06-29;[06-11);10;4129583,00;22128,00;94798,00;535,84;23,34;2295,58
FR;2022-06-24-2022-06-30;[06-11);10;4129583,00;23583,00;99603,00;571,07;23,68;2411,94
FR;2022-06-25-2022-07-01;[06-11);10;4129583,00;25065,00;104072,00;606,96;24,08;2520,16
FR;2020-05-07-2020-05-13;[11-15);14;3354733,50;9,00;476,00;0,27;1,89;14,19
FR;2020-05-08-2020-05-14;[11-15);14;3354733,50;22,00;1035,00;0,66;2,13;30,85
FR;2020-05-09-2020-05-15;[11-15);14;3354733,50;35,00;1726,00;1,04;2,03;51,45
FR;2020-05-10-2020-05-16;[11-15);14;3354733,50;42,00;1975,00;1,25;2,13;58,87
FR;2020-05-11-2020-05-17;[11-15);14;3354733,50;42,00;2063,00;1,25;2,04;61,50
FR;2020-05-12-2020-05-18;[11-15);14;3354733,50;56,00;2793,00;1,67;2,01;83,26
FR;2020-05-13-2020-05-19;[11-15);14;3354733,50;72,00;3562,00;2,15;2,02;106,18
FR;2020-05-14-2020-05-20;[11-15);14;3354733,50;77,00;3922,00;2,30;1,96;116,91
FR;2020-05-15-2020-05-21;[11-15);14;3354733,50;71,00;3516,00;2,12;2,02;104,81
FR;2020-05-16-2020-05-22;[11-15);14;3354733,50;73,00;3642,00;2,18;2,00;108,56
FR;2020-05-17-2020-05-23;[11-15);14;3354733,50;73,00;3730,00;2,18;1,96;111,19
FR;2020-05-18-2020-05-24;[11-15);14;3354733,50;80,00;3764,00;2,38;2,13;112,20
FR;2020-05-19-2020-05-25;[11-15);14;3354733,50;79,00;3915,00;2,35;2,02;116,70
FR;2020-05-20-2020-05-26;[11-15);14;3354733,50;79,00;4124,00;2,35;1,92;122,93
FR;2020-05-21-2020-05-27;[11-15);14;3354733,50;76,00;4197,00;2,27;1,81;125,11
FR;2020-05-22-2020-05-28;[11-15);14;3354733,50;78,00;4905,00;2,33;1,59;146,21
FR;2020-05-23-2020-05-29;[11-15);14;3354733,50;72,00;5020,00;2,15;1,43;149,64
FR;2020-05-24-2020-05-30;[11-15);14;3354733,50;70,00;5092,00;2,09;1,37;151,79
FR;2020-05-25-2020-05-31;[11-15);14;3354733,50;65,00;5112,00;1,94;1,27;152,38
FR;2020-05-26-2020-06-01;[11-15);14;3354733,50;54,00;4444,00;1,61;1,22;132,47
FR;2020-05-27-2020-06-02;[11-15);14;3354733,50;43,00;4317,00;1,28;1,00;128,68
FR;2020-05-28-2020-06-03;[11-15);14;3354733,50;39,00;4265,00;1,16;0,91;127,13
FR;2020-05-29-2020-06-04;[11-15);14;3354733,50;37,00;4263,00;1,10;0,87;127,07
FR;2020-05-30-2020-06-05;[11-15);14;3354733,50;43,00;4260,00;1,28;1,01;126,98
FR;2020-05-31-2020-06-06;[11-15);14;3354733,50;44,00;4258,00;1,31;1,03;126,93
FR;2020-06-01-2020-06-07;[11-15);14;3354733,50;49,00;4234,00;1,46;1,16;126,21
FR;2020-06-02-2020-06-08;[11-15);14;3354733,50;63,00;4803,00;1,88;1,31;143,17
FR;2020-06-03-2020-06-09;[11-15);14;3354733,50;65,00;4767,00;1,94;1,36;142,10
FR;2020-06-04-2020-06-10;[11-15);14;3354733,50;70,00;4687,00;2,09;1,49;139,71
FR;2020-06-05-2020-06-11;[11-15);14;3354733,50;77,00;4559,00;2,30;1,69;135,90
FR;2020-06-06-2020-06-12;[11-15);14;3354733,50;89,00;4521,00;2,65;1,97;134,76
FR;2020-06-07-2020-06-13;[11-15);14;3354733,50;89,00;4476,00;2,65;1,99;133,42
FR;2020-06-08-2020-06-14;[11-15);14;3354733,50;84,00;4448,00;2,50;1,89;132,59
FR;2020-06-09-2020-06-15;[11-15);14;3354733,50;89,00;4525,00;2,65;1,97;134,88
FR;2020-06-10-2020-06-16;[11-15);14;3354733,50;92,00;4561,00;2,74;2,02;135,96
FR;2020-06-11-2020-06-17;[11-15);14;3354733,50;100,00;4658,00;2,98;2,15;138,85
FR;2020-06-12-2020-06-18;[11-15);14;3354733,50;105,00;4737,00;3,13;2,22;141,20
FR;2020-06-13-2020-06-19;[11-15);14;3354733,50;97,00;4858,00;2,89;2,00;144,81
FR;2020-06-14-2020-06-20;[11-15);14;3354733,50;102,00;5009,00;3,04;2,04;149,31
FR;2020-06-15-2020-06-21;[11-15);14;3354733,50;102,00;5009,00;3,04;2,04;149,31
FR;2020-06-16-2020-06-22;[11-15);14;3354733,50;102,00;5199,00;3,04;1,96;154,98
FR;2020-06-17-2020-06-23;[11-15);14;3354733,50;124,00;5623,00;3,70;2,21;167,61
FR;2020-06-18-2020-06-24;[11-15);14;3354733,50;124,00;6121,00;3,70;2,03;182,46
FR;2020-06-19-2020-06-25;[11-15);14;3354733,50;128,00;6502,00;3,82;1,97;193,82
FR;2020-06-20-2020-06-26;[11-15);14;3354733,50;125,00;6945,00;3,73;1,80;207,02
FR;2020-06-21-2020-06-27;[11-15);14;3354733,50;125,00;7137,00;3,73;1,75;212,74
FR;2020-06-22-2020-06-28;[11-15);14;3354733,50;131,00;7226,00;3,90;1,81;215,40
FR;2020-06-23-2020-06-29;[11-15);14;3354733,50;127,00;8043,00;3,79;1,58;239,75
FR;2020-06-24-2020-06-30;[11-15);14;3354733,50;123,00;8753,00;3,67;1,41;260,91
FR;2020-06-25-2020-07-01;[11-15);14;3354733,50;117,00;9397,00;3,49;1,25;280,11
FR;2020-06-26-2020-07-02;[11-15);14;3354733,50;111,00;10075,00;3,31;1,10;300,32
FR;2020-06-27-2020-07-03;[11-15);14;3354733,50;123,00;10571,00;3,67;1,16;315,11
FR;2020-06-28-2020-07-04;[11-15);14;3354733,50;123,00;10742,00;3,67;1,15;320,20
FR;2020-06-29-2020-07-05;[11-15);14;3354733,50;117,00;10703,00;3,49;1,09;319,04
FR;2020-06-30-2020-07-06;[11-15);14;3354733,50;129,00;10801,00;3,85;1,19;321,96
FR;2020-07-01-2020-07-07;[11-15);14;3354733,50;121,00;10630,00;3,61;1,14;316,87
FR;2020-07-02-2020-07-08;[11-15);14;3354733,50;139,00;10578,00;4,14;1,31;315,32
FR;2020-07-03-2020-07-09;[11-15);14;3354733,50;147,00;10781,00;4,38;1,36;321,37
FR;2020-07-04-2020-07-10;[11-15);14;3354733,50;144,00;11091,00;4,29;1,30;330,61
FR;2020-07-05-2020-07-11;[11-15);14;3354733,50;144,00;11361,00;4,29;1,27;338,66
FR;2020-07-06-2020-07-12;[11-15);14;3354733,50;145,00;11422,00;4,32;1,27;340,47
FR;2020-07-07-2020-07-13;[11-15);14;3354733,50;140,00;12045,00;4,17;1,16;359,04
FR;2020-07-08-2020-07-14;[11-15);14;3354733,50;126,00;10516,00;3,76;1,20;313,47
FR;2020-07-09-2020-07-15;[11-15);14;3354733,50;124,00;11102,00;3,70;1,12;330,94
FR;2020-07-10-2020-07-16;[11-15);14;3354733,50;123,00;11640,00;3,67;1,06;346,97
FR;2020-07-11-2020-07-17;[11-15);14;3354733,50;127,00;12116,00;3,79;1,05;361,16
FR;2020-07-12-2020-07-18;[11-15);14;3354733,50;137,00;12235,00;4,08;1,12;364,71
FR;2020-07-13-2020-07-19;[11-15);14;3354733,50;141,00;12310,00;4,20;1,15;366,94
FR;2020-07-14-2020-07-20;[11-15);14;3354733,50;140,00;12385,00;4,17;1,13;369,18
FR;2020-07-15-2020-07-21;[11-15);14;3354733,50;171,00;14569,00;5,10;1,17;434,28
FR;2020-07-16-2020-07-22;[11-15);14;3354733,50;181,00;14503,00;5,40;1,25;432,31
FR;2020-07-17-2020-07-23;[11-15);14;3354733,50;185,00;14399,00;5,51;1,28;429,21
FR;2020-07-18-2020-07-24;[11-15);14;3354733,50;192,00;14333,00;5,72;1,34;427,25
FR;2020-07-19-2020-07-25;[11-15);14;3354733,50;181,00;14342,00;5,40;1,26;427,52
