epci;sg;cage65;cl_age65;pop;P;T;Ti;Tp;Td
246700488;2022-04-09-2022-04-15;[65-Inf);65;87321,64;1022,34;3657,93;1170,77;27,95;4189,03
246700488;2022-04-10-2022-04-16;[65-Inf);65;87321,64;1074,38;3705,36;1230,37;29,00;4243,34
246700488;2022-04-11-2022-04-17;[65-Inf);65;87321,64;1067,39;3705,95;1222,37;28,80;4244,02
246700488;2022-04-12-2022-04-18;[65-Inf);65;87321,64;816,05;2947,88;934,54;27,68;3375,89
246700488;2022-04-13-2022-04-19;[65-Inf);65;87321,64;851,83;3040,51;975,51;28,02;3481,96
246700488;2022-04-14-2022-04-20;[65-Inf);65;87321,64;805,83;3031,22;922,83;26,58;3471,33
246700488;2022-04-15-2022-04-21;[65-Inf);65;87321,64;772,59;2961,50;884,77;26,09;3391,49
246700488;2022-04-16-2022-04-22;[65-Inf);65;87321,64;866,01;3264,51;991,75;26,53;3738,49
246700488;2022-04-17-2022-04-23;[65-Inf);65;87321,64;770,16;3170,05;881,98;24,29;3630,31
246700488;2022-04-18-2022-04-24;[65-Inf);65;87321,64;765,76;3176,69;876,94;24,11;3637,92
246700488;2022-04-19-2022-04-25;[65-Inf);65;87321,64;874,16;3635,97;1001,08;24,04;4163,88
246700488;2022-04-20-2022-04-26;[65-Inf);65;87321,64;770,13;3339,95;881,95;23,06;3824,88
246700488;2022-04-21-2022-04-27;[65-Inf);65;87321,64;730,56;3219,90;836,63;22,69;3687,40
246700488;2022-04-22-2022-04-28;[65-Inf);65;87321,64;683,05;3090,98;782,23;22,10;3539,76
246700488;2022-04-23-2022-04-29;[65-Inf);65;87321,64;630,46;3056,10;722,00;20,63;3499,82
246700488;2022-04-24-2022-04-30;[65-Inf);65;87321,64;605,43;3003,57;693,34;20,16;3439,67
246700488;2022-04-25-2022-05-01;[65-Inf);65;87321,64;596,83;2965,09;683,48;20,13;3395,60
246700488;2022-04-26-2022-05-02;[65-Inf);65;87321,64;569,03;2972,25;651,65;19,14;3403,80
246700488;2022-04-27-2022-05-03;[65-Inf);65;87321,64;522,56;2924,34;598,44;17,87;3348,93
246700488;2022-04-28-2022-05-04;[65-Inf);65;87321,64;480,32;2884,37;550,06;16,65;3303,15
246700488;2022-04-29-2022-05-05;[65-Inf);65;87321,64;428,26;2847,49;490,43;15,04;3260,92
246700488;2022-04-30-2022-05-06;[65-Inf);65;87321,64;412,84;2778,56;472,78;14,86;3181,99
246700488;2022-05-01-2022-05-07;[65-Inf);65;87321,64;394,45;2695,20;451,72;14,64;3086,51
246700488;2022-05-02-2022-05-08;[65-Inf);65;87321,64;391,05;2685,21;447,83;14,56;3075,08
246700488;2022-05-03-2022-05-09;[65-Inf);65;87321,64;344,83;2555,36;394,90;13,49;2926,38
246700488;2022-05-04-2022-05-10;[65-Inf);65;87321,64;318,42;2532,91;364,65;12,57;2900,67
246700488;2022-05-05-2022-05-11;[65-Inf);65;87321,64;301,02;2500,79;344,73;12,04;2863,89
246700488;2022-05-06-2022-05-12;[65-Inf);65;87321,64;292,00;2485,76;334,40;11,75;2846,68
246700488;2022-05-07-2022-05-13;[65-Inf);65;87321,64;268,99;2464,33;308,04;10,92;2822,13
246700488;2022-05-08-2022-05-14;[65-Inf);65;87321,64;261,41;2516,42;299,36;10,39;2881,78
246700488;2022-05-09-2022-05-15;[65-Inf);65;87321,64;260,41;2502,19;298,22;10,41;2865,49
246700488;2022-05-10-2022-05-16;[65-Inf);65;87321,64;230,00;2420,80;263,39;9,50;2772,28
246700488;2022-05-11-2022-05-17;[65-Inf);65;87321,64;220,00;2392,98;251,94;9,19;2740,42
246700488;2022-05-12-2022-05-18;[65-Inf);65;87321,64;217,81;2385,32;249,44;9,13;2731,65
246700488;2022-05-13-2022-05-19;[65-Inf);65;87321,64;218,42;2361,31;250,13;9,25;2704,15
246700488;2022-05-14-2022-05-20;[65-Inf);65;87321,64;213,42;2311,47;244,40;9,23;2647,07
246700488;2022-05-15-2022-05-21;[65-Inf);65;87321,64;204,39;2225,98;234,07;9,18;2549,18
248300543;2020-05-07-2020-05-13;[00-65);64;325024,53;1,00;126,40;0,31;0,79;38,89
248300543;2020-05-08-2020-05-14;[00-65);64;325024,53;3,00;289,80;0,92;1,04;89,16
248300543;2020-05-09-2020-05-15;[00-65);64;325024,53;3,00;446,19;0,92;0,67;137,28
248300543;2020-05-10-2020-05-16;[00-65);64;325024,53;3,00;493,00;0,92;0,61;151,68
248300543;2020-05-11-2020-05-17;[00-65);64;325024,53;3,00;496,87;0,92;0,60;152,87
248300543;2020-05-12-2020-05-18;[00-65);64;325024,53;5,00;649,87;1,54;0,77;199,94
248300543;2020-05-13-2020-05-19;[00-65);64;325024,53;5,00;840,30;1,54;0,60;258,53
248300543;2020-05-14-2020-05-20;[00-65);64;325024,53;5,00;866,59;1,54;0,58;266,62
248300543;2020-05-15-2020-05-21;[00-65);64;325024,53;3,00;712,60;0,92;0,42;219,24
248300543;2020-05-16-2020-05-22;[00-65);64;325024,53;4,00;710,79;1,23;0,56;218,69
248300543;2020-05-17-2020-05-23;[00-65);64;325024,53;4,00;703,61;1,23;0,57;216,48
248300543;2020-05-18-2020-05-24;[00-65);64;325024,53;7,00;703,13;2,15;1,00;216,33
248300543;2020-05-19-2020-05-25;[00-65);64;325024,53;7,00;717,94;2,15;0,98;220,89
248300543;2020-05-20-2020-05-26;[00-65);64;325024,53;7,00;744,66;2,15;0,94;229,11
248300543;2020-05-21-2020-05-27;[00-65);64;325024,53;6,00;752,83;1,85;0,80;231,62
248300543;2020-05-22-2020-05-28;[00-65);64;325024,53;8,00;967,23;2,46;0,83;297,59
248300543;2020-05-23-2020-05-29;[00-65);64;325024,53;7,00;985,40;2,15;0,71;303,18
248300543;2020-05-24-2020-05-30;[00-65);64;325024,53;7,00;1028,89;2,15;0,68;316,56
248300543;2020-05-25-2020-05-31;[00-65);64;325024,53;4,00;1057,17;1,23;0,38;325,26
248300543;2020-05-26-2020-06-01;[00-65);64;325024,53;2,00;895,00;0,62;0,22;275,36
248300543;2020-05-27-2020-06-02;[00-65);64;325024,53;2,00;869,00;0,62;0,23;267,36
248300543;2020-05-28-2020-06-03;[00-65);64;325024,53;3,00;839,00;0,92;0,36;258,13
248300543;2020-05-29-2020-06-04;[00-65);64;325024,53;4,00;773,00;1,23;0,52;237,83
248300543;2020-05-30-2020-06-05;[00-65);64;325024,53;6,00;760,00;1,85;0,79;233,83
248300543;2020-05-31-2020-06-06;[00-65);64;325024,53;6,00;726,00;1,85;0,83;223,37
248300543;2020-06-01-2020-06-07;[00-65);64;325024,53;6,00;708,00;1,85;0,85;217,83
248300543;2020-06-02-2020-06-08;[00-65);64;325024,53;7,00;826,00;2,15;0,85;254,13
248300543;2020-06-03-2020-06-09;[00-65);64;325024,53;7,00;798,00;2,15;0,88;245,52
248300543;2020-06-04-2020-06-10;[00-65);64;325024,53;6,00;810,00;1,85;0,74;249,21
248300543;2020-06-05-2020-06-11;[00-65);64;325024,53;3,00;776,00;0,92;0,39;238,75
248300543;2020-06-06-2020-06-12;[00-65);64;325024,53;2,00;756,00;0,62;0,26;232,60
248300543;2020-06-07-2020-06-13;[00-65);64;325024,53;3,00;757,00;0,92;0,40;232,91
248300543;2020-06-08-2020-06-14;[00-65);64;325024,53;3,00;760,00;0,92;0,39;233,83
248300543;2020-06-09-2020-06-15;[00-65);64;325024,53;3,00;769,00;0,92;0,39;236,60
248300543;2020-06-10-2020-06-16;[00-65);64;325024,53;7,00;742,00;2,15;0,94;228,29
248300543;2020-06-11-2020-06-17;[00-65);64;325024,53;8,00;712,00;2,46;1,12;219,06
248300543;2020-06-12-2020-06-18;[00-65);64;325024,53;8,00;716,00;2,46;1,12;220,29
248300543;2020-06-13-2020-06-19;[00-65);64;325024,53;7,00;722,00;2,15;0,97;222,14
248300543;2020-06-14-2020-06-20;[00-65);64;325024,53;6,00;717,00;1,85;0,84;220,60
248300543;2020-06-15-2020-06-21;[00-65);64;325024,53;7,00;715,00;2,15;0,98;219,98
248300543;2020-06-16-2020-06-22;[00-65);64;325024,53;6,00;759,00;1,85;0,79;233,52
248300543;2020-06-17-2020-06-23;[00-65);64;325024,53;3,00;779,00;0,92;0,39;239,67
248300543;2020-06-18-2020-06-24;[00-65);64;325024,53;3,00;815,00;0,92;0,37;250,75
248300543;2020-06-19-2020-06-25;[00-65);64;325024,53;4,00;810,00;1,23;0,49;249,21
248300543;2020-06-20-2020-06-26;[00-65);64;325024,53;4,00;857,00;1,23;0,47;263,67
248300543;2020-06-21-2020-06-27;[00-65);64;325024,53;4,00;906,00;1,23;0,44;278,75
248300543;2020-06-22-2020-06-28;[00-65);64;325024,53;3,00;914,00;0,92;0,33;281,21
248300543;2020-06-23-2020-06-29;[00-65);64;325024,53;4,00;1043,00;1,23;0,38;320,90
248300543;2020-06-24-2020-06-30;[00-65);64;325024,53;4,00;1101,00;1,23;0,36;338,74
248300543;2020-06-25-2020-07-01;[00-65);64;325024,53;3,00;1147,00;0,92;0,26;352,90
248300543;2020-06-26-2020-07-02;[00-65);64;325024,53;2,00;1240,00;0,62;0,16;381,51
248300543;2020-06-27-2020-07-03;[00-65);64;325024,53;2,00;1276,00;0,62;0,16;392,59
248300543;2020-06-28-2020-07-04;[00-65);64;325024,53;2,00;1303,00;0,62;0,15;400,89
248300543;2020-06-29-2020-07-05;[00-65);64;325024,53;2,00;1291,00;0,62;0,15;397,20
248300543;2020-06-30-2020-07-06;[00-65);64;325024,53;1,00;1243,00;0,31;0,08;382,43
248300543;2020-07-01-2020-07-07;[00-65);64;325024,53;0,00;1254,00;0,00;0,00;385,82
248300543;2020-07-02-2020-07-08;[00-65);64;325024,53;0,00;1316,00;0,00;0,00;404,89
248300543;2020-07-03-2020-07-09;[00-65);64;325024,53;1,00;1377,00;0,31;0,07;423,66
248300543;2020-07-04-2020-07-10;[00-65);64;325024,53;5,00;1464,00;1,54;0,34;450,43
248300543;2020-07-05-2020-07-11;[00-65);64;325024,53;5,00;1497,00;1,54;0,33;460,58
248300543;2020-07-06-2020-07-12;[00-65);64;325024,53;5,00;1497,00;1,54;0,33;460,58
248300543;2020-07-07-2020-07-13;[00-65);64;325024,53;8,00;1548,00;2,46;0,52;476,27
248300543;2020-07-08-2020-07-14;[00-65);64;325024,53;8,00;1350,00;2,46;0,59;415,35
248300543;2020-07-09-2020-07-15;[00-65);64;325024,53;8,00;1454,00;2,46;0,55;447,35
248300543;2020-07-10-2020-07-16;[00-65);64;325024,53;8,00;1546,00;2,46;0,52;475,66
248300543;2020-07-11-2020-07-17;[00-65);64;325024,53;4,00;1570,00;1,23;0,25;483,04
248300543;2020-07-12-2020-07-18;[00-65);64;325024,53;4,00;1584,00;1,23;0,25;487,35
248300543;2020-07-13-2020-07-19;[00-65);64;325024,53;4,00;1593,00;1,23;0,25;490,12
248300543;2020-07-14-2020-07-20;[00-65);64;325024,53;2,00;1662,00;0,62;0,12;511,35
248300543;2020-07-15-2020-07-21;[00-65);64;325024,53;2,00;1949,00;0,62;0,10;599,65
248300543;2020-07-16-2020-07-22;[00-65);64;325024,53;4,00;1913,00;1,23;0,21;588,57
248300543;2020-07-17-2020-07-23;[00-65);64;325024,53;4,00;1918,00;1,23;0,21;590,11
248300543;2020-07-18-2020-07-24;[00-65);64;325024,53;5,00;2002,00;1,54;0,25;615,95
248300543;2020-07-19-2020-07-25;[00-65);64;325024,53;6,00;1994,00;1,85;0,30;613,49
248300543;2020-07-20-2020-07-26;[00-65);64;325024,53;6,00;1994,00;1,85;0,30;613,49
248300543;2020-07-21-2020-07-27;[00-65);64;325024,53;7,00;2078,00;2,15;0,34;639,34
248300543;2020-07-22-2020-07-28;[00-65);64;325024,53;10,00;2162,00;3,08;0,46;665,18
248300543;2020-07-23-2020-07-29;[00-65);64;325024,53;11,00;2259,00;3,38;0,49;695,02
248300543;2020-07-24-2020-07-30;[00-65);64;325024,53;16,00;2324,00;4,92;0,69;715,02
248300543;2020-07-25-2020-07-31;[00-65);64;325024,53;23,00;2409,00;7,08;0,95;741,17
248300543;2020-07-26-2020-08-01;[00-65);64;325024,53;24,00;2453,00;7,38;0,98;754,71
248300543;2020-07-27-2020-08-02;[00-65);64;325024,53;24,00;2458,00;7,38;0,98;756,25
248300543;2020-07-28-2020-08-03;[00-65);64;325024,53;38,00;2538,00;11,69;1,50;780,86
248300543;2020-07-29-2020-08-04;[00-65);64;325024,53;46,00;2615,00;14,15;1,76;804,55
248300543;2020-07-30-2020-08-05;[00-65);64;325024,53;57,00;2819,00;17,54;2,02;867,32
248300543;2020-07-31-2020-08-06;[00-65);64;325024,53;61,00;3025,00;18,77;2,02;930,70
248300543;2020-08-01-2020-08-07;[00-65);64;325024,53;63,00;3142,00;19,38;2,01;966,70
248300543;2020-08-02-2020-08-08;[00-65);64;325024,53;65,00;3170,00;20,00;2,05;975,31
248300543;2020-08-03-2020-08-09;[00-65);64;325024,53;66,00;3161,00;20,31;2,09;972,54
248300543;2020-08-04-2020-08-10;[00-65);64;325024,53;80,00;3338,00;24,61;2,40;1027,00
248300543;2020-08-05-2020-08-11;[00-65);64;325024,53;82,00;3410,00;25,23;2,40;1049,15
248300543;2020-08-06-2020-08-12;[00-65);64;325024,53;96,00;3512,00;29,54;2,73;1080,53
248300543;2020-08-07-2020-08-13;[00-65);64;325024,53;113,00;3717,00;34,77;3,04;1143,61
248300543;2020-08-08-2020-08-14;[00-65);64;325024,53;129,00;4056,00;39,69;3,18;1247,91
248300543;2020-08-09-2020-08-15;[00-65);64;325024,53;126,00;3898,00;38,77;3,23;1199,29
248300543;2020-08-10-2020-08-16;[00-65);64;325024,53;125,00;3909,00;38,46;3,20;1202,68
248300543;2020-08-11-2020-08-17;[00-65);64;325024,53;136,00;4346,00;41,84;3,13;1337,13
248300543;2020-08-12-2020-08-18;[00-65);64;325024,53;159,00;4723,00;48,92;3,37;1453,12
248300543;2020-08-13-2020-08-19;[00-65);64;325024,53;173,00;4912,00;53,23;3,52;1511,27
248300543;2020-08-14-2020-08-20;[00-65);64;325024,53;184,00;5112,00;56,61;3,60;1572,80
248300543;2020-08-15-2020-08-21;[00-65);64;325024,53;198,00;5141,00;60,92;3,85;1581,73
248300543;2020-08-16-2020-08-22;[00-65);64;325024,53;209,00;5387,00;64,30;3,88;1657,41
248300543;2020-08-17-2020-08-23;[00-65);64;325024,53;209,00;5389,00;64,30;3,88;1658,03
248300543;2020-08-18-2020-08-24;[00-65);64;325024,53;224,00;5338,00;68,92;4,20;1642,34
248300543;2020-08-19-2020-08-25;[00-65);64;325024,53;245,00;5468,00;75,38;4,48;1682,33
248300543;2020-08-20-2020-08-26;[00-65);64;325024,53;239,00;5650,00;73,53;4,23;1738,33
248300543;2020-08-21-2020-08-27;[00-65);64;325024,53;237,00;5720,00;72,92;4,14;1759,87
248300543;2020-08-22-2020-08-28;[00-65);64;325024,53;264,00;5999,00;81,22;4,40;1845,71
248300543;2020-08-23-2020-08-29;[00-65);64;325024,53;274,00;6099,00;84,30;4,49;1876,47
248300543;2020-08-24-2020-08-30;[00-65);64;325024,53;277,00;6101,00;85,22;4,54;1877,09
248300543;2020-08-25-2020-08-31;[00-65);64;325024,53;299,00;6408,00;91,99;4,67;1971,54
248300543;2020-08-26-2020-09-01;[00-65);64;325024,53;288,00;6520,00;88,61;4,42;2006,00
248300543;2020-08-27-2020-09-02;[00-65);64;325024,53;289,00;6639,00;88,92;4,35;2042,62
248300543;2020-08-28-2020-09-03;[00-65);64;325024,53;290,00;6817,00;89,22;4,25;2097,38
248300543;2020-08-29-2020-09-04;[00-65);64;325024,53;278,00;6717,00;85,53;4,14;2066,61
248300543;2020-08-30-2020-09-05;[00-65);64;325024,53;271,00;6663,00;83,38;4,07;2050,00
248300543;2020-08-31-2020-09-06;[00-65);64;325024,53;268,00;6675,00;82,46;4,01;2053,69
248300543;2020-09-01-2020-09-07;[00-65);64;325024,53;250,00;6622,00;76,92;3,78;2037,38
248300543;2020-09-02-2020-09-08;[00-65);64;325024,53;256,00;6619,00;78,76;3,87;2036,46
248300543;2020-09-03-2020-09-09;[00-65);64;325024,53;271,00;6554,00;83,38;4,13;2016,46
248300543;2020-09-04-2020-09-10;[00-65);64;325024,53;282,00;6526,00;86,76;4,32;2007,85
248300543;2020-09-05-2020-09-11;[00-65);64;325024,53;270,00;6680,00;83,07;4,04;2055,23
248300543;2020-09-06-2020-09-12;[00-65);64;325024,53;269,00;6758,00;82,76;3,98;2079,23
248300543;2020-09-07-2020-09-13;[00-65);64;325024,53;272,00;6760,00;83,69;4,02;2079,84
248300543;2020-09-08-2020-09-14;[00-65);64;325024,53;271,00;6730,00;83,38;4,03;2070,61
248300543;2020-09-09-2020-09-15;[00-65);64;325024,53;252,00;6909,00;77,53;3,65;2125,69
248300543;2020-09-10-2020-09-16;[00-65);64;325024,53;253,00;7275,00;77,84;3,48;2238,29
248300543;2020-09-11-2020-09-17;[00-65);64;325024,53;244,00;7277,00;75,07;3,35;2238,91
248300543;2020-09-12-2020-09-18;[00-65);64;325024,53;259,00;7194,00;79,69;3,60;2213,37
248300543;2020-09-13-2020-09-19;[00-65);64;325024,53;256,00;7203,00;78,76;3,55;2216,14
248300543;2020-09-14-2020-09-20;[00-65);64;325024,53;253,00;7194,00;77,84;3,52;2213,37
248300543;2020-09-15-2020-09-21;[00-65);64;325024,53;252,00;7131,00;77,53;3,53;2193,99
248300543;2020-09-16-2020-09-22;[00-65);64;325024,53;266,00;6679,00;81,84;3,98;2054,92
248300543;2020-09-17-2020-09-23;[00-65);64;325024,53;247,00;6087,00;75,99;4,06;1872,78
248300543;2020-09-18-2020-09-24;[00-65);64;325024,53;245,00;5600,00;75,38;4,38;1722,95
248300543;2020-09-19-2020-09-25;[00-65);64;325024,53;222,00;5305,00;68,30;4,18;1632,18
248300543;2020-09-20-2020-09-26;[00-65);64;325024,53;218,00;5215,00;67,07;4,18;1604,49
248300543;2020-09-21-2020-09-27;[00-65);64;325024,53;219,00;5222,00;67,38;4,19;1606,65
248300543;2020-09-22-2020-09-28;[00-65);64;325024,53;199,00;5123,00;61,23;3,88;1576,19
248300543;2020-09-23-2020-09-29;[00-65);64;325024,53;189,00;5016,00;58,15;3,77;1543,27
248300543;2020-09-24-2020-09-30;[00-65);64;325024,53;192,00;4909,00;59,07;3,91;1510,35
248300543;2020-09-25-2020-10-01;[00-65);64;325024,53;200,00;5150,00;61,53;3,88;1584,50
248300543;2020-09-26-2020-10-02;[00-65);64;325024,53;208,00;5120,00;64,00;4,06;1575,27
248300543;2020-09-27-2020-10-03;[00-65);64;325024,53;214,00;5103,00;65,84;4,19;1570,04
248300543;2020-09-28-2020-10-04;[00-65);64;325024,53;214,00;5106,00;65,84;4,19;1570,96
248300543;2020-09-29-2020-10-05;[00-65);64;325024,53;267,00;4979,00;82,15;5,36;1531,88
248300543;2020-09-30-2020-10-06;[00-65);64;325024,53;295,00;4976,00;90,76;5,93;1530,96
248300543;2020-10-01-2020-10-07;[00-65);64;325024,53;336,00;5159,00;103,38;6,51;1587,26
248300543;2020-10-02-2020-10-08;[00-65);64;325024,53;357,00;5265,00;109,84;6,78;1619,88
248300543;2020-10-03-2020-10-09;[00-65);64;325024,53;375,00;5462,00;115,38;6,87;1680,49
248300543;2020-10-04-2020-10-10;[00-65);64;325024,53;379,00;5585,00;116,61;6,79;1718,33
248300543;2020-10-05-2020-10-11;[00-65);64;325024,53;381,00;5566,00;117,22;6,85;1712,49
248300543;2020-10-06-2020-10-12;[00-65);64;325024,53;420,00;5853,00;129,22;7,18;1800,79
248300543;2020-10-07-2020-10-13;[00-65);64;325024,53;446,00;6079,00;137,22;7,34;1870,32
248300543;2020-10-08-2020-10-14;[00-65);64;325024,53;468,00;6364,00;143,99;7,35;1958,01
248300543;2020-10-09-2020-10-15;[00-65);64;325024,53;528,00;6594,00;162,45;8,01;2028,77
248300543;2020-10-10-2020-10-16;[00-65);64;325024,53;620,00;6879,00;190,75;9,01;2116,46
248300543;2020-10-11-2020-10-17;[00-65);64;325024,53;649,00;7068,00;199,68;9,18;2174,60
248300543;2020-10-12-2020-10-18;[00-65);64;325024,53;655,00;7089,00;201,52;9,24;2181,07
248300543;2020-10-13-2020-10-19;[00-65);64;325024,53;735,00;7344,00;226,14;10,01;2259,52
248300543;2020-10-14-2020-10-20;[00-65);64;325024,53;820,00;7694,00;252,29;10,66;2367,21
248300543;2020-10-15-2020-10-21;[00-65);64;325024,53;961,00;8109,00;295,67;11,85;2494,89
248300543;2020-10-16-2020-10-22;[00-65);64;325024,53;1068,00;8636,00;328,59;12,37;2657,03
248300543;2020-10-17-2020-10-23;[00-65);64;325024,53;1178,00;9331,00;362,43;12,62;2870,86
248300543;2020-10-18-2020-10-24;[00-65);64;325024,53;1235,00;9600,00;379,97;12,86;2953,62
248300543;2020-10-19-2020-10-25;[00-65);64;325024,53;1230,00;9598,00;378,43;12,82;2953,01
248300543;2020-10-20-2020-10-26;[00-65);64;325024,53;1442,00;10274,00;443,66;14,04;3160,99
248300543;2020-10-21-2020-10-27;[00-65);64;325024,53;1630,00;11071,00;501,50;14,72;3406,20
248300543;2020-10-22-2020-10-28;[00-65);64;325024,53;1688,00;11635,00;519,35;14,51;3579,73
248300543;2020-10-23-2020-10-29;[00-65);64;325024,53;1766,00;12081,00;543,34;14,62;3716,95
248300543;2020-10-24-2020-10-30;[00-65);64;325024,53;1777,00;12418,00;546,73;14,31;3820,63
248300543;2020-10-25-2020-10-31;[00-65);64;325024,53;1828,00;12426,00;562,42;14,71;3823,10
248300543;2020-10-26-2020-11-01;[00-65);64;325024,53;1911,16;13066,90;588,00;14,63;4020,28
248300543;2020-10-27-2020-11-02;[00-65);64;325024,53;1921,16;13300,16;591,08;14,44;4092,05
248300543;2020-10-28-2020-11-03;[00-65);64;325024,53;1883,15;13317,72;579,39;14,14;4097,45
248300543;2020-10-29-2020-11-04;[00-65);64;325024,53;1822,59;13247,65;560,76;13,76;4075,89
248300543;2020-10-30-2020-11-05;[00-65);64;325024,53;1748,83;13180,23;538,06;13,27;4055,15
248300543;2020-10-31-2020-11-06;[00-65);64;325024,53;1690,23;12925,50;520,03;13,08;3976,78
248300543;2020-11-01-2020-11-07;[00-65);64;325024,53;1627,98;12844,37;500,88;12,67;3951,81
248300543;2020-11-02-2020-11-08;[00-65);64;325024,53;1622,50;12809,10;499,19;12,67;3940,97
248300543;2020-11-03-2020-11-09;[00-65);64;325024,53;1483,91;12483,76;456,55;11,89;3840,87
248300543;2020-11-04-2020-11-10;[00-65);64;325024,53;1342,99;12368,84;413,20;10,86;3805,51
248300543;2020-11-05-2020-11-11;[00-65);64;325024,53;1094,79;10294,79;336,83;10,63;3167,39
248300543;2020-11-06-2020-11-12;[00-65);64;325024,53;1047,23;10519,47;322,20;9,96;3236,52
248300543;2020-11-07-2020-11-13;[00-65);64;325024,53;964,48;10233,19;296,74;9,43;3148,44
248300543;2020-11-08-2020-11-14;[00-65);64;325024,53;933,67;10125,89;287,26;9,22;3115,42
248300543;2020-11-09-2020-11-15;[00-65);64;325024,53;929,67;10127,66;286,03;9,18;3115,97
248300543;2020-11-10-2020-11-16;[00-65);64;325024,53;794,08;9319,75;244,31;8,52;2867,40
248300543;2020-11-11-2020-11-17;[00-65);64;325024,53;720,37;8606,96;221,64;8,37;2648,10
248300543;2020-11-12-2020-11-18;[00-65);64;325024,53;807,55;9867,44;248,46;8,18;3035,91
248300543;2020-11-13-2020-11-19;[00-65);64;325024,53;671,19;8848,28;206,50;7,59;2722,34
248300543;2020-11-14-2020-11-20;[00-65);64;325024,53;624,02;8439,97;191,99;7,39;2596,72
248300543;2020-11-15-2020-11-21;[00-65);64;325024,53;594,06;8389,34;182,77;7,08;2581,14
248300543;2020-11-16-2020-11-22;[00-65);64;325024,53;597,06;8433,68;183,70;7,08;2594,78
248300543;2020-11-17-2020-11-23;[00-65);64;325024,53;549,97;8061,22;169,21;6,82;2480,19
248300543;2020-11-18-2020-11-24;[00-65);64;325024,53;487,22;7798,34;149,90;6,25;2399,31
248300543;2020-11-19-2020-11-25;[00-65);64;325024,53;482,22;7543,82;148,36;6,39;2321,00
248300543;2020-11-20-2020-11-26;[00-65);64;325024,53;487,78;7457,02;150,08;6,54;2294,30
248300543;2020-11-21-2020-11-27;[00-65);64;325024,53;441,16;7212,75;135,73;6,12;2219,14
248300543;2020-11-22-2020-11-28;[00-65);64;325024,53;429,14;7176,84;132,03;5,98;2208,09
248300543;2020-11-23-2020-11-29;[00-65);64;325024,53;427,14;7145,52;131,42;5,98;2198,46
248300543;2020-11-24-2020-11-30;[00-65);64;325024,53;401,77;7136,92;123,61;5,63;2195,81
248300543;2020-11-25-2020-12-01;[00-65);64;325024,53;409,76;6938,13;126,07;5,91;2134,65
248300543;2020-11-26-2020-12-02;[00-65);64;325024,53;380,77;6840,30;117,15;5,57;2104,55
248300543;2020-11-27-2020-12-03;[00-65);64;325024,53;349,37;6738,97;107,49;5,18;2073,37
248300543;2020-11-28-2020-12-04;[00-65);64;325024,53;350,77;6652,54;107,92;5,27;2046,78
248300543;2020-11-29-2020-12-05;[00-65);64;325024,53;352,14;6712,81;108,34;5,25;2065,32
248300543;2020-11-30-2020-12-06;[00-65);64;325024,53;355,14;6708,63;109,27;5,29;2064,04
248300543;2020-12-01-2020-12-07;[00-65);64;325024,53;356,09;6651,76;109,56;5,35;2046,54
248300543;2020-12-02-2020-12-08;[00-65);64;325024,53;366,56;6852,12;112,78;5,35;2108,19
248300543;2020-12-03-2020-12-09;[00-65);64;325024,53;375,37;6976,06;115,49;5,38;2146,32
248300543;2020-12-04-2020-12-10;[00-65);64;325024,53;372,37;7121,92;114,57;5,23;2191,20
248300543;2020-12-05-2020-12-11;[00-65);64;325024,53;375,51;7232,86;115,53;5,19;2225,33
248300543;2020-12-06-2020-12-12;[00-65);64;325024,53;385,62;7449,40;118,64;5,18;2291,95
248300543;2020-12-07-2020-12-13;[00-65);64;325024,53;387,62;7511,41;119,26;5,16;2311,03
248300543;2020-12-08-2020-12-14;[00-65);64;325024,53;382,70;7922,34;117,74;4,83;2437,46
248300543;2020-12-09-2020-12-15;[00-65);64;325024,53;380,62;8359,50;117,11;4,55;2571,96
248300543;2020-12-10-2020-12-16;[00-65);64;325024,53;381,92;9012,79;117,50;4,24;2772,96
248300543;2020-12-11-2020-12-17;[00-65);64;325024,53;413,26;9973,60;127,15;4,14;3068,57
248300543;2020-12-12-2020-12-18;[00-65);64;325024,53;465,91;11187,36;143,35;4,16;3442,01
248300543;2020-12-13-2020-12-19;[00-65);64;325024,53;486,42;12250,15;149,65;3,97;3768,99
248300543;2020-12-14-2020-12-20;[00-65);64;325024,53;493,42;12380,40;151,81;3,99;3809,07
248300543;2020-12-15-2020-12-21;[00-65);64;325024,53;552,18;14308,50;169,89;3,86;4402,28
248300543;2020-12-16-2020-12-22;[00-65);64;325024,53;593,53;16720,56;182,61;3,55;5144,40
248300543;2020-12-17-2020-12-23;[00-65);64;325024,53;639,04;18885,84;196,61;3,38;5810,59
248300543;2020-12-18-2020-12-24;[00-65);64;325024,53;628,32;19951,04;193,32;3,15;6138,32
248300543;2020-12-19-2020-12-25;[00-65);64;325024,53;524,26;17753,38;161,30;2,95;5462,17
248300543;2020-12-20-2020-12-26;[00-65);64;325024,53;519,27;17194,20;159,76;3,02;5290,12
248300543;2020-12-21-2020-12-27;[00-65);64;325024,53;515,27;17117,10;158,53;3,01;5266,40
248300543;2020-12-22-2020-12-28;[00-65);64;325024,53;502,95;15393,40;154,74;3,27;4736,07
248300543;2020-12-23-2020-12-29;[00-65);64;325024,53;501,38;13367,21;154,26;3,75;4112,68
248300543;2020-12-24-2020-12-30;[00-65);64;325024,53;499,38;11544,27;153,64;4,33;3551,81
